Changed?,Name,Description,Name_uk,Description_uk,
,Rosewood Spear?_upgraded,Gain [thorns]3 thorns[;]|do [sword]<d6> damage,Rosewood Spear?_upgraded,Gain [thorns]3 thorns[;]|do [sword]<d6> damage,
,Harmony,Do [weaken]<d6> damage[;] return|dice if enemy is weakened,Harmony,Do [weaken]<d6> damage[;] return|dice if enemy is weakened,
,Sad Verse,Do [weaken]<d6> damage|[weaken]Weakens enemy,Sad Verse,Do [weaken]<d6> damage|[weaken]Weakens enemy,
,Sad Verse_upgraded,Do [weaken]<d6> damage|[weaken]Weakens enemy,Sad Verse_upgraded,Do [weaken]<d6> damage|[weaken]Weakens enemy,
,Sad Verse_downgraded,Do [weaken]<d6> damage,Sad Verse_downgraded,Do [weaken]<d6> damage,
,High Note,Do [sword]12 damage,High Note,Do [sword]12 damage,
,High Note_upgraded,Do [sword]15 damage,High Note_upgraded,Do [sword]15 damage,
,High Note_downgraded,Do [sword]6 damage,High Note_downgraded,Do [sword]6 damage,
,Big Stick,Do [sword]<d6> damage[;]|on 6[;] gain [thorns]1 thorns,Big Stick,Do [sword]<d6> damage[;]|on 6[;] gain [thorns]1 thorns,
,Big Stick_upgraded,Do [sword]<d6> damage[;]|on 6[;] gain [thorns]2 thorns,Big Stick_upgraded,Do [sword]<d6> damage[;]|on 6[;] gain [thorns]2 thorns,
,Lighter,Do [fire]2 damage[;]|burn [fire]1 dice,Lighter,Do [fire]2 damage[;]|burn [fire]1 dice,
,Lighter_upgraded,Do [fire]3 damage[;]|burn [fire]1 dice,Lighter_upgraded,Do [fire]3 damage[;]|burn [fire]1 dice,
,Lighter_downgraded,Do [fire]1 damage[;]|burn [fire]1 dice,Lighter_downgraded,Do [fire]1 damage[;]|burn [fire]1 dice,
,Molotov Cocktail,Do [fire]<d6> damage[;]|on 4[;] burn [fire]1 dice,Molotov Cocktail,Do [fire]<d6> damage[;]|on 4[;] burn [fire]1 dice,
,Molotov Cocktail_upgraded,Do [fire]<d6> damage[;]|on even[;] burn [fire]1 dice,Molotov Cocktail_upgraded,Do [fire]<d6> damage[;]|on even[;] burn [fire]1 dice,
,Knitting Needle,Gain [thorns]1 thorns,Knitting Needle,Gain [thorns]1 thorns,
,Chainsaw,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,Chainsaw,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,
,Chainsaw_upgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,Chainsaw_upgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,
,Chainsaw_downgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,Chainsaw_downgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,
,Mosquito Bite,Drain [heart]1 health,Mosquito Bite,Drain [heart]1 health,
,Mosquito Bite_upgraded,Drain [heart]2 health,Mosquito Bite_upgraded,Drain [heart]2 health,
,Hard Hat,Reduce [reduce]1 damage|from each attack,Hard Hat,Reduce [reduce]1 damage|from each attack,
,Hard Hat_upgraded,Reduce [reduce]2 damage|from each attack,Hard Hat_upgraded,Reduce [reduce]2 damage|from each attack,
,Hard Hat?,Block [reduce]1 of the|next status effect,Hard Hat?,Block [reduce]1 of the|next status effect,
,Hard Hat?_upgraded,Block [reduce]2 of the|next status effect,Hard Hat?_upgraded,Block [reduce]2 of the|next status effect,
,Giant Spatula,Flip all your dice|upside down,Giant Spatula,Flip all your dice|upside down,
,Giant Spatula_downgraded,Flip all your dice|upside down,Giant Spatula_downgraded,Flip all your dice|upside down,
,Giant Spatula_upgraded,Flip all dice upside|down[;] return this one,Giant Spatula_upgraded,Flip all dice upside|down[;] return this one,
,Scorpion,Do [sword]20 damage,Scorpion,Do [sword]20 damage,
,Scorpion_weakened,Do [sword]10 damage,Scorpion_weakened,Do [sword]10 damage,
,Scorpion_downgraded,Do [sword]10 damage,Scorpion_downgraded,Do [sword]10 damage,
,Scrap Kettle,Inflict [fire]1 burn|(Always offered as scrap),Scrap Kettle,Inflict [fire]1 burn|(Always offered as scrap),
,Scrap Kettle_upgraded,Roll a burning dice|(Always offered as scrap),Scrap Kettle_upgraded,Roll a burning dice|(Always offered as scrap),
,Scrap Kettle_downgraded,Inflict [fire]2 burn|(Always offered as scrap),Scrap Kettle_downgraded,Inflict [fire]2 burn|(Always offered as scrap),
,Scrap Spear,Do [sword]6 damage|(Always offered as scrap),Scrap Spear,Do [sword]6 damage|(Always offered as scrap),
,Scrap Spear_upgraded,Do [sword]7 damage|(Always offered as scrap),Scrap Spear_upgraded,Do [sword]7 damage|(Always offered as scrap),
,Scrap Spear_downgraded,Do [sword]3 damage|(Always offered as scrap),Scrap Spear_downgraded,Do [sword]3 damage|(Always offered as scrap),
,Scrap Club,Do [sword]<d6> damage|(Always offered as scrap),Scrap Club,Do [sword]<d6> damage|(Always offered as scrap),
,Scrap Book,Duplicate a dice|(Always offered as scrap),Scrap Book,Duplicate a dice|(Always offered as scrap),
,Scrap Bump,Dice value +1|(Always offered as scrap),Scrap Bump,Dice value +1|(Always offered as scrap),
,Scrap Bump_upgraded,Dice value +1|(Always offered as scrap),Scrap Bump_upgraded,Dice value +1|(Always offered as scrap),
,Scrap Nettle,Gain [thorns]1 thorns|(Always offered as scrap),Scrap Nettle,Gain [thorns]1 thorns|(Always offered as scrap),
,Rotten Egg@6,Contains a terrible item|(Always offered as scrap),Rotten Egg@6,Contains a terrible item|(Always offered as scrap),
,Rotten Egg@6_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@6_upgraded,Contents are even worse|(Always offered as scrap),
,Rotten Egg@5,Contains a terrible item|(Always offered as scrap),Rotten Egg@5,Contains a terrible item|(Always offered as scrap),
,Rotten Egg@5_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@5_upgraded,Contents are even worse|(Always offered as scrap),
,Rotten Egg@4,Contains a terrible item|(Always offered as scrap),Rotten Egg@4,Contains a terrible item|(Always offered as scrap),
,Rotten Egg@4_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@4_upgraded,Contents are even worse|(Always offered as scrap),
,Rotten Egg@3,Contains a terrible item|(Always offered as scrap),Rotten Egg@3,Contains a terrible item|(Always offered as scrap),
,Rotten Egg@3_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@3_upgraded,Contents are even worse|(Always offered as scrap),
,Rotten Egg@2,Contains a terrible item|(Always offered as scrap),Rotten Egg@2,Contains a terrible item|(Always offered as scrap),
,Rotten Egg@2_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@2_upgraded,Contents are even worse|(Always offered as scrap),
,Rotten Egg@1,Contains a terrible item|(Always offered as scrap),Rotten Egg@1,Contains a terrible item|(Always offered as scrap),
,Rotten Egg@1_upgraded,Contents are even worse|(Always offered as scrap),Rotten Egg@1_upgraded,Contents are even worse|(Always offered as scrap),
,Transformer@1,Do [sword]2 damage|Add +2 each battle,Transformer@1,Do [sword]2 damage|Add +2 each battle,
,Transformer@2,Do [sword]4 damage|Add +2 each battle,Transformer@2,Do [sword]4 damage|Add +2 each battle,
,Transformer@3,Do [sword]6 damage|Add +2 each battle,Transformer@3,Do [sword]6 damage|Add +2 each battle,
,Transformer@4,Do [sword]8 damage|Add +2 each battle,Transformer@4,Do [sword]8 damage|Add +2 each battle,
,Transformer@5,Do [sword]10 damage|Add +2 each battle,Transformer@5,Do [sword]10 damage|Add +2 each battle,
,Transformer@6,Do [sword]12 damage|Add +2 each battle,Transformer@6,Do [sword]12 damage|Add +2 each battle,
,Transformer@7,Do [sword]14 damage|Add +2 each battle,Transformer@7,Do [sword]14 damage|Add +2 each battle,
,Transformer@8,Do [sword]16 damage|Add +2 each battle,Transformer@8,Do [sword]16 damage|Add +2 each battle,
,Transformer@9,Do [sword]18 damage|Add +2 each battle,Transformer@9,Do [sword]18 damage|Add +2 each battle,
,Transformer@10,Do [sword]20 damage|At max level,Transformer@10,Do [sword]20 damage|At max level,
,Encyclopedia,Get a temporary gadget|[gray](once per battle),Encyclopedia,Get a temporary gadget|[gray](once per battle),
,Double Edge,Do [sword]<d6> damage|to both enemy and you,Double Edge,Do [sword]<d6> damage|to both enemy and you,
,Double Edge_upgraded,Do [sword]<double> damage|to both enemy and you,Double Edge_upgraded,Do [sword]<double> damage|to both enemy and you,
,Rubber Mallet,Do [sword]<d6> damage[;]|on 1[;] also reroll,Rubber Mallet,Do [sword]<d6> damage[;]|on 1[;] also reroll,
,Rubber Mallet_upgraded,Do [sword]<d6> damage[;]|on odd[;] also reroll,Rubber Mallet_upgraded,Do [sword]<d6> damage[;]|on odd[;] also reroll,
,Rubber Mallet_downgraded,Do [sword]<d6> damage[;]|on 1[;] also reroll,Rubber Mallet_downgraded,Do [sword]<d6> damage[;]|on 1[;] also reroll,
,Smush Together,Combine dice[;] value -1,Smush Together,Combine dice[;] value -1,
,Smush Together_upgraded,Combine dice[;] value +1,Smush Together_upgraded,Combine dice[;] value +1,
,Change Machine,Return four 1s,Change Machine,Return four 1s,
,Change Machine_upgraded,Return four 1s|[gray](Reuseable),Change Machine_upgraded,Return four 1s|[gray](Reuseable),
,Change Machine_downgraded,Return four 1s,Change Machine_downgraded,Return four 1s,
,Calculator,Multiply dice together[;]|do that much damage,Calculator,Multiply dice together[;]|do that much damage,
,Calculator_upgraded,Multiply dice together[;]|do that much damage,Calculator_upgraded,Multiply dice together[;]|do that much damage,
,Calculator_downgraded,Multiply dice together[;]|do that much damage,Calculator_downgraded,Multiply dice together[;]|do that much damage,
,Hi Vis Jacket,Add [shield]<d6> shield|(Gain [reduce]1 each turn),Hi Vis Jacket,Add [shield]<d6> shield|(Gain [reduce]1 each turn),
,Hi Vis Jacket_downgraded,Add [shield]<d6> shield|(Gain [reduce]1 each turn),Hi Vis Jacket_downgraded,Add [shield]<d6> shield|(Gain [reduce]1 each turn),
,Hi Vis Jacket_weakened,Add [shield]<d6> shield|(Gain [reduce]1 each turn),Hi Vis Jacket_weakened,Add [shield]<d6> shield|(Gain [reduce]1 each turn),
,Plague,At the start of each turn[;]|curse everyone,Plague,At the start of each turn[;]|curse everyone,
,Plague_upgraded,At the start of each turn[;]|curse enemy,Plague_upgraded,At the start of each turn[;]|curse enemy,
,Plague_downgraded,At the start of each turn[;]|curse yourself,Plague_downgraded,At the start of each turn[;]|curse yourself,
,Spannersword,Combine dice[;] do [sword]1,Spannersword,Combine dice[;] do [sword]1,
,Spannersword_upgraded,Combine dice[;] do [sword]1|[gray](Reuseable),Spannersword_upgraded,Combine dice[;] do [sword]1|[gray](Reuseable),
,Screwdriver,Do [sword]<d6> damage[;]|on 6[;] reactivate gadget,Screwdriver,Do [sword]<d6> damage[;]|on 6[;] reactivate gadget,
,Screwdriver_downgraded,Do [sword]<d6> damage,Screwdriver_downgraded,Do [sword]<d6> damage,
,Screwdriver_weakened,Do [sword]<d6> damage,Screwdriver_weakened,Do [sword]<d6> damage,
,Last Laugh,Enemy will survive the|next fatal blow,Last Laugh,Enemy will survive the|next fatal blow,
,Last Laugh?,Enemy will survive for|the next three turns...,Last Laugh?,Enemy will survive for|the next three turns...,
,Justice,Do [sword]<d6> damage[;]|blind all dice,Justice,Do [sword]<d6> damage[;]|blind all dice,
,Divine Sword,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,Divine Sword,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,
,Divine Sword_upgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do triple,Divine Sword_upgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do triple,
,Divine Sword_downgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,Divine Sword_downgraded,Do [sword]<d6> damage[;] if|enemy hp is full[;] do double,
,"Cornucopia ",Gain a random blessing,"Cornucopia ",Gain a random blessing,
,Wheel of Fortune,Issue commandments,Wheel of Fortune,Issue commandments,
,Divine Axe,Do [sword]<triple> damage[;] if|enemy has any shield[;] miss,Divine Axe,Do [sword]<triple> damage[;] if|enemy has any shield[;] miss,
,Divine Axe_upgraded,Do [sword]<quadruple> damage[;] if|enemy has any shield[;] miss,Divine Axe_upgraded,Do [sword]<quadruple> damage[;] if|enemy has any shield[;] miss,
,Divine Axe_downgraded,Do [sword]<double> damage[;] if|enemy has any shield[;] miss,Divine Axe_downgraded,Do [sword]<double> damage[;] if|enemy has any shield[;] miss,
,Judgement@plants,Do [sword]<triple>[;] plants|take only [sword]1 damage,Judgement@plants,Do [sword]<triple>[;] plants|take only [sword]1 damage,
,Judgement@hats,Do [sword]<triple>[;] hat wearers|take only [sword]1 damage,Judgement@hats,Do [sword]<triple>[;] hat wearers|take only [sword]1 damage,
,Judgement@green,Do [sword]<triple>[;] green things|take only [sword]1 damage,Judgement@green,Do [sword]<triple>[;] green things|take only [sword]1 damage,
,Judgement@swords,Do [sword]<triple>[;] sword|holders take only [sword]1,Judgement@swords,Do [sword]<triple>[;] sword|holders take only [sword]1,
,Judgement@shields,Do [sword]<triple>[;] shield|holders take only [sword]1,Judgement@shields,Do [sword]<triple>[;] shield|holders take only [sword]1,
,Judgement@spears,Do [sword]<triple>[;] spear|holders take only [sword]1,Judgement@spears,Do [sword]<triple>[;] spear|holders take only [sword]1,
,Judgement@animals,Do [sword]<triple>[;] animals|take only [sword]1 damage,Judgement@animals,Do [sword]<triple>[;] animals|take only [sword]1 damage,
,Judgement@floating,Do [sword]<triple>[;] things that|can float take only [sword]1,Judgement@floating,Do [sword]<triple>[;] things that|can float take only [sword]1,
,Judgement@eyewear,Do [sword]<triple>[;] things with|eyewear take only [sword]1,Judgement@eyewear,Do [sword]<triple>[;] things with|eyewear take only [sword]1,
,Judgement@bosses,Do [sword]<triple>[;] bosses|take only [sword]1 damage,Judgement@bosses,Do [sword]<triple>[;] bosses|take only [sword]1 damage,
,Judgement@level1,Do [sword]<triple>[;]  level 1|monsters take only [sword]1,Judgement@level1,Do [sword]<triple>[;]  level 1|monsters take only [sword]1,
,Judgement@onfire,Do [sword]<triple>[;] firey things|take only [sword]1 damage,Judgement@onfire,Do [sword]<triple>[;] firey things|take only [sword]1 damage,
,Judgement@poison,Do [sword]<triple>[;] poison|things take only [sword]1,Judgement@poison,Do [sword]<triple>[;] poison|things take only [sword]1,
,Judgement@machines,Do [sword]<triple>[;] machines|take only [sword]1 damage,Judgement@machines,Do [sword]<triple>[;] machines|take only [sword]1 damage,
,Judgement@magic,Do [sword]<triple>[;] magic users|take only [sword]1 damage,Judgement@magic,Do [sword]<triple>[;] magic users|take only [sword]1 damage,
,Judgement@wings,Do [sword]<triple>[;] winged|creatures take only [sword]1,Judgement@wings,Do [sword]<triple>[;] winged|creatures take only [sword]1,
,Judgement@dicepeople,Do [sword]<triple>[;] dice|people take only [sword]1,Judgement@dicepeople,Do [sword]<triple>[;] dice|people take only [sword]1,
,Judgement@limbs,Do [sword]<triple>[;] creatures|with more than four limbs|take only [sword]1 damage,Judgement@limbs,Do [sword]<triple>[;] creatures|with more than four limbs|take only [sword]1 damage,
,Judgement@lowhp,Do [sword]<triple>[;] if target has|[heart]6 or less[;] take only [sword]1,Judgement@lowhp,Do [sword]<triple>[;] if target has|[heart]6 or less[;] take only [sword]1,
,Judgement@fullhp,Do [sword]<triple>[;] if target has|full health[;] take only [sword]1,Judgement@fullhp,Do [sword]<triple>[;] if target has|full health[;] take only [sword]1,
,Switch Fighter,Switch Fighter|[gray](Once per turn)[],Switch Fighter,Switch Fighter|[gray](Once per turn)[],
,Hookshot,Curse enemy,Hookshot,Curse enemy,
,Hookshot?,Curse everyone,Hookshot?,Curse everyone,
,Rat,Survive the next fatal|blow (Doesn't stack),Rat,Survive the next fatal|blow (Doesn't stack),
,Slime Ball,Burns [fire]1 dice,Slime Ball,Burns [fire]1 dice,
,Custard Pie,Blind 2 dice[;] then|return the dice,Custard Pie,Blind 2 dice[;] then|return the dice,
,Custard Pie_upgraded,Blind 4 dice[;] then|return the dice,Custard Pie_upgraded,Blind 4 dice[;] then|return the dice,
,Custard Pie_downgraded,Blind 1 dice[;] then|return the dice,Custard Pie_downgraded,Blind 1 dice[;] then|return the dice,
,Spare Cycles,Do [sword]<leftovercpu> damage[;]| [sword]1 for each unused CPU point,Spare Cycles,Do [sword]<leftovercpu> damage[;]| [sword]1 for each unused CPU point,
,Sabre,Do [sword]<d6> and bash with|shield for [shield]<myshield> damage,Sabre,Do [sword]<d6> and bash with|shield for [shield]<myshield> damage,
,Divine Dagger,[sword]<timesused> dmg[;] +[sword]1 each use|[gray](Reuseable),Divine Dagger,[sword]<timesused> dmg[;] +[sword]1 each use|[gray](Reuseable),
,Divine Hammer,Do [shock]<double> damage[;]|[shock]Shock all equipment,Divine Hammer,Do [shock]<double> damage[;]|[shock]Shock all equipment,
,Divine Hammer_upgraded,Do [shock]<triple> damage[;]|[shock]Shock all equipment,Divine Hammer_upgraded,Do [shock]<triple> damage[;]|[shock]Shock all equipment,
,Divine Hammer_downgraded,[shock]Shock all equipment,Divine Hammer_downgraded,[shock]Shock all equipment,
,Divine Megaphone,Do [weaken]<double> damage[;]|[weaken]Weaken all equipment,Divine Megaphone,Do [weaken]<double> damage[;]|[weaken]Weaken all equipment,
,Divine Megaphone_upgraded,Do [weaken]<triple> damage[;]|[weaken]Weaken all equipment,Divine Megaphone_upgraded,Do [weaken]<triple> damage[;]|[weaken]Weaken all equipment,
,Divine Megaphone_downgraded,[weaken]Weaken all equipment,Divine Megaphone_downgraded,[weaken]Weaken all equipment,
,Apocalypse,Do [sword]30 damage[;]|inflict [curse]99 curses,Apocalypse,Do [sword]30 damage[;]|inflict [curse]99 curses,
,Apocalypse_upgraded,Do [sword]35 damage[;]|inflict [curse]99 curses,Apocalypse_upgraded,Do [sword]35 damage[;]|inflict [curse]99 curses,
,Apocalypse_downgraded,Do [sword]20 damage[;]|inflict [curse]99 curses,Apocalypse_downgraded,Do [sword]20 damage[;]|inflict [curse]99 curses,
,Mega Storm,Do [shock]20 damage[;]|[shock]Shock all equipment,Mega Storm,Do [shock]20 damage[;]|[shock]Shock all equipment,
,Mega Storm_upgraded,Do [shock]25 damage[;]|[shock]Shock all equipment,Mega Storm_upgraded,Do [shock]25 damage[;]|[shock]Shock all equipment,
,Mega Storm_downgraded,Do [shock]10 damage[;]|[shock]Shock all equipment,Mega Storm_downgraded,Do [shock]10 damage[;]|[shock]Shock all equipment,
,Blood Cauldron,Drain [heart]1 health[;]|get a new dice,Blood Cauldron,Drain [heart]1 health[;]|get a new dice,
,Blood Cauldron_upgraded,Drain [heart]1 health[;] reroll dice|[gray](Reuseable),Blood Cauldron_upgraded,Drain [heart]1 health[;] reroll dice|[gray](Reuseable),
,Blood Cauldron_downgraded,Drain [heart]1 health,Blood Cauldron_downgraded,Drain [heart]1 health,
,Dust Cloud,Do [sword]<d6> damage[;]|on 6[;] blind [blind]2 dice,Dust Cloud,Do [sword]<d6> damage[;]|on 6[;] blind [blind]2 dice,
,Dust Cloud_upgraded,Do [sword]<d6> damage[;]|blind [blind]2 dice,Dust Cloud_upgraded,Do [sword]<d6> damage[;]|blind [blind]2 dice,
,Dust Cloud_downgraded,Do [sword]<d6> damage,Dust Cloud_downgraded,Do [sword]<d6> damage,
,Rotten Core,Reduce health in half,Rotten Core,Reduce health in half,
,Rotten Core_upgraded,Reduce health to one third,Rotten Core_upgraded,Reduce health to one third,
,Rotten Core_downgraded,Reduce health by one third,Rotten Core_downgraded,Reduce health by one third,
,Worm Bite,Do [sword]1 damage,Worm Bite,Do [sword]1 damage,
,Fool's Fire,Inflict [vanish]Vanish,Fool's Fire,Inflict [vanish]Vanish,
,Beetle Headbutt,Do [sword]5 damage[;]|Lock [lock]1 dice,Beetle Headbutt,Do [sword]5 damage[;]|Lock [lock]1 dice,
,Beetle Headbutt_upgraded,Do [sword]8 damage[;]|Lock [lock]1 dice,Beetle Headbutt_upgraded,Do [sword]8 damage[;]|Lock [lock]1 dice,
,Beetle Headbutt_downgraded,Lock [lock]1 dice,Beetle Headbutt_downgraded,Lock [lock]1 dice,
,Uptick@1,Increase and reset all dice|[gray](Current uptick: 1),Uptick@1,Increase and reset all dice|[gray](Current uptick: 1),
,Uptick@2,Increase and reset all dice|[gray](Current uptick: 2),Uptick@2,Increase and reset all dice|[gray](Current uptick: 2),
,Uptick@3,Increase and reset all dice|[gray](Current uptick: 3),Uptick@3,Increase and reset all dice|[gray](Current uptick: 3),
,Uptick@4,Increase and reset all dice|[gray](Current uptick: 4),Uptick@4,Increase and reset all dice|[gray](Current uptick: 4),
,Uptick@5,Increase and reset all dice|[gray](Current uptick: 5),Uptick@5,Increase and reset all dice|[gray](Current uptick: 5),
,Uptick@6,Reset uptick to 1|[gray](Current uptick: 6),Uptick@6,Reset uptick to 1|[gray](Current uptick: 6),
,Kunai,Do [sword]<double> damage|[gray](Reuseable),Kunai,Do [sword]<double> damage|[gray](Reuseable),
,Glare,Lock [lock]1 dice|[gray](Reuseable),Glare,Lock [lock]1 dice|[gray](Reuseable),
,Glare_downgraded,Lock [lock]1 dice,Glare_downgraded,Lock [lock]1 dice,
,Avalanche,Do [sword]3 damage[;]|reroll with lower value,Avalanche,Do [sword]3 damage[;]|reroll with lower value,
,Avalanche_upgraded,Do [sword]4 damage[;]|reroll with lower value,Avalanche_upgraded,Do [sword]4 damage[;]|reroll with lower value,
,Avalanche_downgraded,Do [sword]3 damage[;]|reroll with lower value,Avalanche_downgraded,Do [sword]3 damage[;]|reroll with lower value,
,Mood Change,Change the weather[;]|recover [heal]3 health,Mood Change,Change the weather[;]|recover [heal]3 health,
,Mood Change_upgraded,Change the weather[;]|recover [heal]6 health,Mood Change_upgraded,Change the weather[;]|recover [heal]6 health,
,Mood Change_downgraded,Change the weather,Mood Change_downgraded,Change the weather,
,Hurricane,Do [sword]4[;] lock [lock]1 dice|[gray](once per battle),Hurricane,Do [sword]4[;] lock [lock]1 dice|[gray](once per battle),
,Thunder Storm,Do [shock]4[;] inflict [shock]1 shock|[gray](once per battle),Thunder Storm,Do [shock]4[;] inflict [shock]1 shock|[gray](once per battle),
,Heatwave,Do [fire]4[;] inflict [fire]1 burn|[gray](once per battle),Heatwave,Do [fire]4[;] inflict [fire]1 burn|[gray](once per battle),
,Snowstorm,Do [ice]4[;] inflict [ice]1 freeze|[gray](once per battle),Snowstorm,Do [ice]4[;] inflict [ice]1 freeze|[gray](once per battle),
,Pirate Hook,Do [sword]<d6> damage[;]|on 5[;] you can re-use this,Pirate Hook,Do [sword]<d6> damage[;]|on 5[;] you can re-use this,
,Pirate Hook?,Do [sword]<d6> damage[;]|on 6[;] you can re-use this,Pirate Hook?,Do [sword]<d6> damage[;]|on 6[;] you can re-use this,
,Pirate Hook_downgraded,Do [sword]<d6> damage,Pirate Hook_downgraded,Do [sword]<d6> damage,
,Cannon Fire,Do [fire]2 damage[;]|inflict [fire]1 burn,Cannon Fire,Do [fire]2 damage[;]|inflict [fire]1 burn,
,Cannon Fire_upgraded,Do [fire]3 damage[;]|inflict [fire]1 burn,Cannon Fire_upgraded,Do [fire]3 damage[;]|inflict [fire]1 burn,
,Cannon Fire_downgraded,Do [fire]2 damage,Cannon Fire_downgraded,Do [fire]2 damage,
,Rat,Inflict [poison]1 poison[;]|roll a new dice,Rat,Inflict [poison]1 poison[;]|roll a new dice,
,Rat_downgraded,Inflict [poison]1 poison,Rat_downgraded,Inflict [poison]1 poison,
,Rat_upgraded,Inflict [poison]1 poison[;] roll a|dice with value 3 or more,Rat_upgraded,Inflict [poison]1 poison[;] roll a|dice with value 3 or more,
,Rotten Egg,(special),Rotten Egg,(special),
,Transformer,(special),Transformer,(special),
,Precious Egg,(special),Precious Egg,(special),
,Judgement,(special),Judgement,(special),
,Uptick,(special),Uptick,(special),
,Wheel of Fortune_downgraded,Issue commandments[;]|curse yourself,Wheel of Fortune_downgraded,Issue commandments[;]|curse yourself,
,Deep Sea Howl,(special),Deep Sea Howl,(special),
,Pirate Hook?,Do [sword]<d6> damage[;]|on 5[;] keep the dice,Pirate Hook?,Do [sword]<d6> damage[;]|on 5[;] keep the dice,
,Pirate Hook?,Do [sword]<d6> damage[;]|on 6[;] keep the dice,Pirate Hook?,Do [sword]<d6> damage[;]|on 6[;] keep the dice,
,Memorise,Replace the spell in slot <slotdoubles>|with the unexpected spell,Memorise,Replace the spell in slot <slotdoubles>|with the unexpected spell,
,Memorise_upgraded,Replace the spell in slot <d6>|with the unexpected spell,Memorise_upgraded,Replace the spell in slot <d6>|with the unexpected spell,
,Memorise_downgraded,Replace the spell in slot 1|with the unexpected spell,Memorise_downgraded,Replace the spell in slot 1|with the unexpected spell,
,Picnic Basket,Keep a <d6> for next turn,Picnic Basket,Keep a <d6> for next turn,
,Picnic Basket_upgraded,Keep two <d6>s for next turn,Picnic Basket_upgraded,Keep two <d6>s for next turn,
,Marmalade,Get a [dice]6 next turn,Marmalade,Get a [dice]6 next turn,
,Bear Trap,Lock [lock]1 dice,Bear Trap,Lock [lock]1 dice,
,Bearpick,Shred a big dice into|other[;] smaller dice,Bearpick,Shred a big dice into|other[;] smaller dice,
,Honey,Reroll the dice[;] get a|higher value than before,Honey,Reroll the dice[;] get a|higher value than before,
,Bear Swipe,Do [sword]<d6> damage[;]|return the dice,Bear Swipe,Do [sword]<d6> damage[;]|return the dice,
,Bear Hug,Do [sword]<double> damage[;]|lose a dice,Bear Hug,Do [sword]<double> damage[;]|lose a dice,
,(no title),"Do [sword]<d6> damage[;]|on 12[;] lock [lock]1 dice ",(no title),"Do [sword]<d6> damage[;]|on 12[;] lock [lock]1 dice ",
,(no title),Do [sword]<d6> damage[;]|on 24[;] lock [lock]2 dice,(no title),Do [sword]<d6> damage[;]|on 24[;] lock [lock]2 dice,
,(no title),Do [sword]3[;] lock [lock]1 dice|[gray](once per battle),(no title),Do [sword]3[;] lock [lock]1 dice|[gray](once per battle),
,(no title),Do [shock]3[;] inflict [shock]1 shock|[gray](once per battle),(no title),Do [shock]3[;] inflict [shock]1 shock|[gray](once per battle),
,(no title),Do [fire]3[;] inflict [fire]1 burn|[gray](once per battle),(no title),Do [fire]3[;] inflict [fire]1 burn|[gray](once per battle),
,(no title),Do [ice]3[;] inflict [ice]1 freeze|[gray](once per battle),(no title),Do [ice]3[;] inflict [ice]1 freeze|[gray](once per battle),
,(no title),Lock [lock]1 dice|[gray](once per battle),(no title),Lock [lock]1 dice|[gray](once per battle),
,(no title),Inflict [shock]1 shock|[gray](once per battle),(no title),Inflict [shock]1 shock|[gray](once per battle),
,(no title),Inflict [fire]1 burn|[gray](once per battle),(no title),Inflict [fire]1 burn|[gray](once per battle),
,(no title),Inflict [ice]1 freeze|[gray](once per battle),(no title),Inflict [ice]1 freeze|[gray](once per battle),
,(no title),Do [shock]2 damage[;]|Inflict [shock]1 shock,(no title),Do [shock]2 damage[;]|Inflict [shock]1 shock,
,Wicker Staff,Deal [fire]9 damage|Burn [fire]2 dice,Wicker Staff,Deal [fire]9 damage|Burn [fire]2 dice,
,Wicker Staff_weakened,Deal [fire]5 damage|Burn [fire]1 dice,Wicker Staff_weakened,Deal [fire]5 damage|Burn [fire]1 dice,
,Wicker Staff_downgraded,Deal [fire]5 damage|Burn [fire]1 dice,Wicker Staff_downgraded,Deal [fire]5 damage|Burn [fire]1 dice,
,Ice Breath,Do [ice]4 damage|Inflict [ice]1 freeze,Ice Breath,Do [ice]4 damage|Inflict [ice]1 freeze,
,Ice Breath_upgraded,Do [ice]6 damage|Inflict [ice]1 freeze,Ice Breath_upgraded,Do [ice]6 damage|Inflict [ice]1 freeze,
,Ice Breath_downgraded,Do [sword]3 damage,Ice Breath_downgraded,Do [sword]3 damage,
,Snowblower,[ice]<d6> dmg[;] +[ice]2 freeze|[gray](once per battle),Snowblower,[ice]<d6> dmg[;] +[ice]2 freeze|[gray](once per battle),
